junction_name,hour,violation_count,lat,lon
BTP040 - Elite Junction,3.0,924,12.976606427813854,77.57661000487013
BTP040 - Elite Junction,4.0,807,12.976498432342007,77.57669687583643
BTP040 - Elite Junction,5.0,632,12.976620231487342,77.57664877927215
BTP040 - Elite Junction,6.0,472,12.976490566525424,77.57663009555085
BTP040 - Elite Junction,7.0,178,12.975911735955057,77.57656798876405
BTP040 - Elite Junction,8.0,91,12.97672369120879,77.57653566593407
BTP040 - Elite Junction,9.0,41,12.976396912195122,77.57649251463415
BTP040 - Elite Junction,11.0,1,12.9751098,77.5756969
BTP040 - Elite Junction,16.0,3,12.975422700000001,77.5758306
BTP040 - Elite Junction,17.0,1,12.9754982,77.576287
BTP040 - Elite Junction,19.0,261,12.97697516091954,77.57687312528736
BTP040 - Elite Junction,20.0,261,12.977036883908047,77.57666287816092
BTP040 - Elite Junction,21.0,241,12.976806204149376,77.5762328307054
BTP040 - Elite Junction,22.0,217,12.976976037788019,77.57633408571428
BTP040 - Elite Junction,23.0,371,12.976720322102427,77.57648101212938
BTP041 - Gopal Gowda Circle,0.0,16,12.97762429375,77.5910350375
BTP041 - Gopal Gowda Circle,1.0,11,12.977426418181818,77.59027493636364
BTP041 - Gopal Gowda Circle,2.0,9,12.977629722222224,77.59124615555555
BTP041 - Gopal Gowda Circle,3.0,6,12.977165833333332,77.59007996666666
BTP041 - Gopal Gowda Circle,4.0,3,12.978525766666666,77.59081570000001
BTP041 - Gopal Gowda Circle,5.0,44,12.977202961363638,77.58966161136364
BTP041 - Gopal Gowda Circle,6.0,3,12.977467033333333,77.59114963333333
BTP041 - Gopal Gowda Circle,18.0,19,12.976837868421052,77.58934348421053
BTP041 - Gopal Gowda Circle,19.0,22,12.97694285909091,77.5896868409091
BTP041 - Gopal Gowda Circle,20.0,49,12.977320259183672,77.59090653265307
BTP041 - Gopal Gowda Circle,21.0,36,12.977154894444444,77.59038289444445
BTP041 - Gopal Gowda Circle,22.0,8,12.977738624999999,77.5906240875
BTP041 - Gopal Gowda Circle,23.0,1,12.9769271,77.5895226
BTP042 - Minsk Square Junction (CTO),0.0,130,12.9812028,77.59850074076924
BTP042 - Minsk Square Junction (CTO),1.0,29,12.98111161724138,77.59864680344828
BTP042 - Minsk Square Junction (CTO),2.0,62,12.981145979032258,77.59847666612903
BTP042 - Minsk Square Junction (CTO),3.0,150,12.981186218,77.598497946
BTP042 - Minsk Square Junction (CTO),4.0,82,12.98123636829268,77.59856491097561
BTP042 - Minsk Square Junction (CTO),5.0,57,12.981037501754386,77.5984802982456
BTP042 - Minsk Square Junction (CTO),6.0,41,12.981206646341464,77.59848587317073
BTP042 - Minsk Square Junction (CTO),7.0,7,12.98106432857143,77.59844072857143
BTP042 - Minsk Square Junction (CTO),8.0,1,12.9811844,77.5983085
BTP042 - Minsk Square Junction (CTO),9.0,10,12.98134693,77.59854004
BTP042 - Minsk Square Junction (CTO),11.0,2,12.980194050000001,77.5994368
BTP042 - Minsk Square Junction (CTO),12.0,1,12.9778492,77.5990293
BTP042 - Minsk Square Junction (CTO),18.0,1,12.9806633,77.597215
BTP042 - Minsk Square Junction (CTO),20.0,12,12.980941625,77.59826070000001
BTP042 - Minsk Square Junction (CTO),21.0,22,12.981068695454546,77.59841479090909
BTP042 - Minsk Square Junction (CTO),22.0,165,12.98102282909091,77.59844234181818
BTP042 - Minsk Square Junction (CTO),23.0,252,12.981164480952382,77.59840374047619
BTP043 - Upparpet Junction,0.0,150,12.971579816666667,77.575499972
BTP043 - Upparpet Junction,1.0,106,12.970880502187159,77.57548115097019
BTP043 - Upparpet Junction,2.0,119,12.970510410488302,77.57578188050421
BTP043 - Upparpet Junction,3.0,69,12.971317030434783,77.57566668405796
BTP043 - Upparpet Junction,4.0,92,12.971285620426771,77.57561482058858
BTP043 - Upparpet Junction,5.0,78,12.971031744871794,77.57560915384616
BTP043 - Upparpet Junction,6.0,80,12.970959232199665,77.57551503915224
BTP043 - Upparpet Junction,7.0,52,12.970565739925757,77.57558639442098
BTP043 - Upparpet Junction,8.0,10,12.97021623,77.57585987
BTP043 - Upparpet Junction,9.0,2,12.97252535,77.57418445
BTP043 - Upparpet Junction,16.0,1,12.969941,77.5757053
BTP043 - Upparpet Junction,19.0,78,12.970588002564101,77.57580613333333
BTP043 - Upparpet Junction,20.0,3,12.971896233333332,77.5744797
BTP043 - Upparpet Junction,21.0,17,12.972894723529413,77.5749136
BTP043 - Upparpet Junction,22.0,40,12.9719805475,77.57537694
BTP043 - Upparpet Junction,23.0,46,12.97077021521739,77.57574821304347
BTP044 - Sagar Theatre Junction,0.0,445,12.974729651235954,77.57889691213484
BTP044 - Sagar Theatre Junction,1.0,369,12.975078772628725,77.5787712607046
BTP044 - Sagar Theatre Junction,2.0,524,12.974799460305343,77.57898633034351
BTP044 - Sagar Theatre Junction,3.0,915,12.974876764099731,77.57886947823287
BTP044 - Sagar Theatre Junction,4.0,863,12.974831928381567,77.57881073966969
BTP044 - Sagar Theatre Junction,5.0,621,12.974408658615138,77.57875403655395
BTP044 - Sagar Theatre Junction,6.0,288,12.974674847916667,77.57869802986112
BTP044 - Sagar Theatre Junction,7.0,205,12.974707666829268,77.57881492243902
BTP044 - Sagar Theatre Junction,8.0,94,12.974814175531915,77.57902634042553
BTP044 - Sagar Theatre Junction,9.0,32,12.97461883125,77.579027928125
BTP044 - Sagar Theatre Junction,11.0,1,12.9768442,77.5782845
BTP044 - Sagar Theatre Junction,19.0,207,12.976672970048309,77.57896579130434
BTP044 - Sagar Theatre Junction,20.0,217,12.976345052534562,77.57904120552996
BTP044 - Sagar Theatre Junction,21.0,220,12.975330769545455,77.57903688454545
BTP044 - Sagar Theatre Junction,22.0,292,12.974677223630136,77.57906910547945
BTP044 - Sagar Theatre Junction,23.0,456,12.974747819736843,77.57897235833333
BTP045 - Danvanthri Road Junction,0.0,105,12.976884904761905,77.57458319047619
BTP045 - Danvanthri Road Junction,1.0,59,12.976871969491526,77.57466859322034
BTP045 - Danvanthri Road Junction,2.0,99,12.976694196969698,77.57473037676768
BTP045 - Danvanthri Road Junction,3.0,167,12.976878123952098,77.57488132634731
BTP045 - Danvanthri Road Junction,4.0,155,12.97696414967742,77.57503609870967
BTP045 - Danvanthri Road Junction,5.0,177,12.977102205649718,77.57502402711864
BTP045 - Danvanthri Road Junction,6.0,167,12.97719120239521,77.57487764491017
BTP045 - Danvanthri Road Junction,7.0,72,12.977537730555555,77.57475823194444
BTP045 - Danvanthri Road Junction,8.0,81,12.977193060493827,77.57490675555556
BTP045 - Danvanthri Road Junction,9.0,49,12.977039557142856,77.57435898163266
BTP045 - Danvanthri Road Junction,10.0,8,12.9766705125,77.5744865875
BTP045 - Danvanthri Road Junction,11.0,1,12.9778217,77.5740774
BTP045 - Danvanthri Road Junction,12.0,1,12.976887,77.574481
BTP045 - Danvanthri Road Junction,18.0,9,12.97699441111111,77.57404011111112
BTP045 - Danvanthri Road Junction,19.0,75,12.977243088,77.57463901466667
BTP045 - Danvanthri Road Junction,20.0,49,12.976870553061225,77.57475771632653
BTP045 - Danvanthri Road Junction,21.0,101,12.97729698019802,77.57475907524753
BTP045 - Danvanthri Road Junction,22.0,69,12.97703465652174,77.57485699275362
BTP045 - Danvanthri Road Junction,23.0,91,12.976833696703297,77.57471647252747
BTP047 - Vidhan Soudha Metro Station,0.0,18,12.980122772222224,77.59263330555557
BTP047 - Vidhan Soudha Metro Station,1.0,1,12.9795986,77.5923504
BTP047 - Vidhan Soudha Metro Station,2.0,6,12.980073816666668,77.59309615
BTP047 - Vidhan Soudha Metro Station,3.0,12,12.980177900000001,77.59308735
BTP047 - Vidhan Soudha Metro Station,4.0,19,12.979917063157894,77.59272596842105
BTP047 - Vidhan Soudha Metro Station,5.0,38,12.979641694736841,77.59217778157894
BTP047 - Vidhan Soudha Metro Station,6.0,15,12.979492986666665,77.59222770666666
BTP047 - Vidhan Soudha Metro Station,7.0,2,12.9790681,77.59151255
BTP047 - Vidhan Soudha Metro Station,19.0,2,12.97902655,77.5921112
BTP047 - Vidhan Soudha Metro Station,20.0,4,12.979177825,77.5918904
BTP047 - Vidhan Soudha Metro Station,21.0,2,12.98023115,77.59394309999999
BTP047 - Vidhan Soudha Metro Station,22.0,3,12.980150766666666,77.59212596666667
BTP047 - Vidhan Soudha Metro Station,23.0,12,12.980031608333334,77.59246138333333
BTP048 - Shanthala Junction,0.0,69,12.976832120289856,77.57076892173913
BTP048 - Shanthala Junction,1.0,44,12.976886204545453,77.57082074545454
BTP048 - Shanthala Junction,2.0,85,12.977349280000002,77.57076400823529
BTP048 - Shanthala Junction,3.0,53,12.97700254528302,77.57075908867924
BTP048 - Shanthala Junction,4.0,72,12.976965455555556,77.57078010416666
BTP048 - Shanthala Junction,5.0,36,12.976989397222221,77.57072368611111
BTP048 - Shanthala Junction,6.0,53,12.977130071698113,77.57085001509435
BTP048 - Shanthala Junction,7.0,25,12.977072832000001,77.571114976
BTP048 - Shanthala Junction,8.0,18,12.976691177777777,77.57081996666666
BTP048 - Shanthala Junction,9.0,8,12.975846624999999,77.5707327125
BTP048 - Shanthala Junction,10.0,8,12.97740715,77.5713618625
BTP048 - Shanthala Junction,11.0,1,12.9744418,77.570274
BTP048 - Shanthala Junction,16.0,5,12.973051279999998,77.56936221999999
BTP048 - Shanthala Junction,19.0,75,12.976750338666667,77.57067192
BTP048 - Shanthala Junction,20.0,111,12.976817792792792,77.57074866216217
BTP048 - Shanthala Junction,21.0,75,12.976767912,77.57063774
BTP048 - Shanthala Junction,22.0,21,12.976641761904762,77.57079254761905
BTP048 - Shanthala Junction,23.0,27,12.976625866666666,77.5708647037037
BTP051 - Safina Plaza Junction,0.0,416,12.981084494471153,77.60869719591346
BTP051 - Safina Plaza Junction,1.0,401,12.980904805985038,77.60862291371572
BTP051 - Safina Plaza Junction,2.0,1146,12.981277912041886,77.60841880837695
BTP051 - Safina Plaza Junction,3.0,1065,12.98139634140845,77.60853439633803
BTP051 - Safina Plaza Junction,4.0,1416,12.981130631426552,77.60876716920903
BTP051 - Safina Plaza Junction,5.0,1685,12.9811473,77.6087877167359
BTP051 - Safina Plaza Junction,6.0,1073,12.981336819664492,77.60863886961789
BTP051 - Safina Plaza Junction,7.0,678,12.981377129646017,77.60899656386431
BTP051 - Safina Plaza Junction,8.0,460,12.98143450748271,77.60905905425687
BTP051 - Safina Plaza Junction,9.0,207,12.981323339613526,77.60950373961353
BTP051 - Safina Plaza Junction,10.0,8,12.978164037500001,77.60841429999999
BTP051 - Safina Plaza Junction,11.0,1,12.9750273,77.6077685
BTP051 - Safina Plaza Junction,12.0,3,12.982712833333332,77.60626143333333
BTP051 - Safina Plaza Junction,18.0,2,12.9799915,77.60852195000001
BTP051 - Safina Plaza Junction,19.0,6,12.981620966666666,77.6083973
BTP051 - Safina Plaza Junction,20.0,8,12.980065425,77.607746575
BTP051 - Safina Plaza Junction,21.0,5,12.98063762,77.60882756000001
BTP051 - Safina Plaza Junction,22.0,51,12.98049918627451,77.60783884117647
BTP051 - Safina Plaza Junction,23.0,154,12.980704177922078,77.6083848448052
BTP052 - CID Carlton House Junction,0.0,10,12.98132256,77.58645418
BTP052 - CID Carlton House Junction,1.0,7,12.980488675746903,77.58837902796199
BTP052 - CID Carlton House Junction,2.0,13,12.98128763076923,77.58810781538462
BTP052 - CID Carlton House Junction,3.0,10,12.98089395,77.58836377
BTP052 - CID Carlton House Junction,4.0,10,12.980221890000001,77.58634513
BTP052 - CID Carlton House Junction,5.0,12,12.9808162,77.58776086666667
BTP052 - CID Carlton House Junction,6.0,3,12.980843466666665,77.58686906666667
BTP052 - CID Carlton House Junction,7.0,6,12.97860165,77.58343105
BTP052 - CID Carlton House Junction,20.0,1,12.9815453,77.588269
BTP052 - CID Carlton House Junction,21.0,3,12.980909233333335,77.58872960000001
BTP052 - CID Carlton House Junction,22.0,4,12.981177425,77.58864650000001
BTP052 - CID Carlton House Junction,23.0,39,12.981256887179487,77.58798367179487
BTP053 - Three Let Junction,0.0,2,12.9839388,77.58040605
BTP053 - Three Let Junction,2.0,3,12.982841466666665,77.58149850000001
BTP053 - Three Let Junction,3.0,3,12.983612166666667,77.58182973333334
BTP053 - Three Let Junction,4.0,4,12.9846046,77.5822125
BTP053 - Three Let Junction,5.0,4,12.983949725,77.581562825
BTP053 - Three Let Junction,6.0,4,12.984457299999999,77.582040925
BTP053 - Three Let Junction,19.0,1,12.9839662,77.5798717
BTP053 - Three Let Junction,20.0,2,12.98217775,77.58230965
BTP053 - Three Let Junction,21.0,1,12.9850366,77.5811579
BTP053 - Three Let Junction,23.0,2,12.981862,77.5808801
BTP054 - Shivananda Circle,0.0,19,12.986155363157895,77.57897355263158
BTP054 - Shivananda Circle,1.0,31,12.986973996774193,77.57892341612903
BTP054 - Shivananda Circle,2.0,88,12.986638495454544,77.57902962386363
BTP054 - Shivananda Circle,3.0,49,12.986070348979592,77.57887255510204
BTP054 - Shivananda Circle,4.0,39,12.986898143589743,77.5790048897436
BTP054 - Shivananda Circle,5.0,59,12.986680983050846,77.57872513050847
BTP054 - Shivananda Circle,6.0,25,12.986185127999999,77.578203996
BTP054 - Shivananda Circle,7.0,14,12.986734835714286,77.57944775714286
BTP054 - Shivananda Circle,8.0,2,12.9852566,77.57959215
BTP054 - Shivananda Circle,9.0,6,12.986980899999999,77.57987981666666
BTP054 - Shivananda Circle,10.0,1,12.9839811,77.5777214
BTP054 - Shivananda Circle,19.0,4,12.984742,77.5792396
BTP054 - Shivananda Circle,20.0,9,12.98465621111111,77.57850817777778
BTP054 - Shivananda Circle,21.0,21,12.984559671428572,77.57807949047618
BTP054 - Shivananda Circle,22.0,34,12.985587811764706,77.5786370382353
BTP054 - Shivananda Circle,23.0,37,12.985689937837838,77.57824365945946
BTP057 - Anand Rao Junction,0.0,117,12.979607835042735,77.57441716068375
BTP057 - Anand Rao Junction,1.0,97,12.97970740515464,77.57468144226804
BTP057 - Anand Rao Junction,2.0,181,12.979280200552486,77.57452283314917
BTP057 - Anand Rao Junction,3.0,271,12.97943699298893,77.57459828339483
BTP057 - Anand Rao Junction,4.0,177,12.979545600564972,77.57463095367231
BTP057 - Anand Rao Junction,5.0,159,12.979174076100628,77.57451463647799
BTP057 - Anand Rao Junction,6.0,108,12.979215780555556,77.57432117037037
BTP057 - Anand Rao Junction,7.0,75,12.979086265333335,77.57422407600001
BTP057 - Anand Rao Junction,8.0,84,12.979113726190477,77.57450986666666
BTP057 - Anand Rao Junction,9.0,68,12.97935913235294,77.5746295867647
BTP057 - Anand Rao Junction,10.0,8,12.978583875,77.5733578625
BTP057 - Anand Rao Junction,11.0,3,12.979016566666667,77.57301806666668
BTP057 - Anand Rao Junction,18.0,3,12.978978500000002,77.57465233333333
BTP057 - Anand Rao Junction,19.0,176,12.979534691477273,77.57391387727273
BTP057 - Anand Rao Junction,20.0,129,12.979483496899224,77.57429124883721
BTP057 - Anand Rao Junction,21.0,233,12.979716940772532,77.57451925064377
BTP057 - Anand Rao Junction,22.0,115,12.979637949565218,77.57451835304347
BTP057 - Anand Rao Junction,23.0,143,12.979464622377623,77.57442337552447
BTP058 - Subbanna Junction,0.0,132,12.979259222727274,77.57880098560607
BTP058 - Subbanna Junction,1.0,121,12.978871904958678,77.57846166942149
BTP058 - Subbanna Junction,2.0,166,12.979938410843372,77.5787077746988
BTP058 - Subbanna Junction,3.0,180,12.97935115277778,77.57877372666667
BTP058 - Subbanna Junction,4.0,141,12.979124210638298,77.57880286737588
BTP058 - Subbanna Junction,5.0,165,12.979433212121211,77.57819907575757
BTP058 - Subbanna Junction,6.0,84,12.979115625,77.57846403095239
BTP058 - Subbanna Junction,7.0,14,12.978728614285714,77.5779079142857
BTP058 - Subbanna Junction,8.0,26,12.97918578076923,77.57715826538461
BTP058 - Subbanna Junction,9.0,10,12.97913036,77.58042667
BTP058 - Subbanna Junction,19.0,811,12.978760149938347,77.57847936522812
BTP058 - Subbanna Junction,20.0,450,12.978839194888888,77.57872435488889
BTP058 - Subbanna Junction,21.0,193,12.979030087046631,77.57928973678756
BTP058 - Subbanna Junction,22.0,113,12.979370121238938,77.57825889911506
BTP058 - Subbanna Junction,23.0,144,12.979007751388888,77.57868693819445
BTP061 - Bhashyam Circle,0.0,59,12.985226018644067,77.55350093898305
BTP061 - Bhashyam Circle,1.0,22,12.985118236363634,77.55398513636364
BTP061 - Bhashyam Circle,2.0,149,12.985213545637585,77.55369559463088
BTP061 - Bhashyam Circle,3.0,103,12.984947526213592,77.55368924368932
BTP061 - Bhashyam Circle,4.0,59,12.985159449152542,77.55429000338984
BTP061 - Bhashyam Circle,5.0,38,12.985217331578946,77.5539931631579
BTP061 - Bhashyam Circle,6.0,69,12.985216186956523,77.55445636086957
BTP061 - Bhashyam Circle,7.0,24,12.985350945833332,77.55459975
BTP061 - Bhashyam Circle,19.0,6,12.985146883333334,77.5558239
BTP061 - Bhashyam Circle,20.0,4,12.9850748,77.5554952
BTP061 - Bhashyam Circle,21.0,26,12.98516353076923,77.55478616538461
BTP061 - Bhashyam Circle,22.0,65,12.985260735384616,77.5538776276923
BTP061 - Bhashyam Circle,23.0,37,12.985262194594593,77.55461577567567
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",0.0,9,12.979706499999999,77.55386923333333
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",1.0,19,12.980078815789474,77.55504800526315
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",2.0,6,12.980077200000002,77.55445625
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",3.0,6,12.979784983333333,77.55502986666666
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",4.0,18,12.979909577777779,77.55437131111111
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",5.0,40,12.979766667499998,77.55410964500001
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",6.0,25,12.979732868000001,77.55442957999999
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",7.0,13,12.9795907,77.55475806923077
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",8.0,1,12.9797522,77.5537558
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",19.0,4,12.98008245,77.554762725
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",20.0,26,12.980229669230768,77.55413037692307
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",21.0,18,12.980288666666667,77.5545146888889
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",22.0,21,12.980184616684312,77.55500231714285
"BTP062 - Basava Mantapa, Dr. Rajkumar Road",23.0,26,12.979913265384615,77.5545358
BTP063 - Siddalingaiah Circle,0.0,51,12.971207670588235,77.5958116392157
BTP063 - Siddalingaiah Circle,1.0,25,12.971386444,77.59722382
BTP063 - Siddalingaiah Circle,2.0,75,12.971622205333333,77.59711580133333
BTP063 - Siddalingaiah Circle,3.0,61,12.971393432786885,77.59666451803278
BTP063 - Siddalingaiah Circle,4.0,93,12.97144457419355,77.59659595698925
BTP063 - Siddalingaiah Circle,5.0,88,12.971468101136365,77.59749766477273
BTP063 - Siddalingaiah Circle,6.0,90,12.971400102222221,77.59718007555556
BTP063 - Siddalingaiah Circle,7.0,20,12.971466580000001,77.597597365
BTP063 - Siddalingaiah Circle,8.0,4,12.9715373,77.596825025
BTP063 - Siddalingaiah Circle,9.0,1,12.971858,77.5949213
BTP063 - Siddalingaiah Circle,19.0,8,12.9714258875,77.5942294375
BTP063 - Siddalingaiah Circle,20.0,32,12.972201315625,77.594045290625
BTP063 - Siddalingaiah Circle,21.0,55,12.971493261818182,77.59508818545456
BTP063 - Siddalingaiah Circle,22.0,24,12.972927904166667,77.5969775875
BTP063 - Siddalingaiah Circle,23.0,44,12.971342718181818,77.59726182272726
BTP064 - Devanga Hostel Junction,0.0,8,12.962890525,77.5900283375
BTP064 - Devanga Hostel Junction,1.0,4,12.962916674999999,77.589907275
BTP064 - Devanga Hostel Junction,2.0,6,12.962968316666666,77.5898224
BTP064 - Devanga Hostel Junction,3.0,6,12.9629776,77.58991501666667
BTP064 - Devanga Hostel Junction,4.0,12,12.962618691666668,77.59008441666667
BTP064 - Devanga Hostel Junction,5.0,5,12.962022020000001,77.58939324
BTP064 - Devanga Hostel Junction,6.0,3,12.962404999999999,77.5911217
BTP064 - Devanga Hostel Junction,20.0,1,12.9632078,77.5892335
BTP064 - Devanga Hostel Junction,21.0,6,12.962526383333334,77.58941393333333
BTP064 - Devanga Hostel Junction,22.0,14,12.962676271428572,77.58974409999999
BTP064 - Devanga Hostel Junction,23.0,17,12.962718270588237,77.59012038823529
BTP067 - Jai Muni Rao Circle,0.0,11,12.978500833862984,77.54290245181818
BTP067 - Jai Muni Rao Circle,1.0,7,12.9783807,77.54330924285715
BTP067 - Jai Muni Rao Circle,2.0,18,12.978525583333333,77.54260532222222
BTP067 - Jai Muni Rao Circle,3.0,12,12.978558133333332,77.54286908333333
BTP067 - Jai Muni Rao Circle,4.0,10,12.97846328,77.54283606999999
BTP067 - Jai Muni Rao Circle,5.0,52,12.978415859615383,77.54320212307692
BTP067 - Jai Muni Rao Circle,6.0,16,12.978419176757685,77.54323843809284
BTP067 - Jai Muni Rao Circle,7.0,5,12.97840294,77.5430938
BTP067 - Jai Muni Rao Circle,9.0,2,12.9784161,77.54265725
BTP067 - Jai Muni Rao Circle,20.0,2,12.97837985,77.5435502
BTP067 - Jai Muni Rao Circle,21.0,45,12.978618271111113,77.54243614888888
BTP067 - Jai Muni Rao Circle,22.0,8,12.978356400000001,77.5436676
BTP067 - Jai Muni Rao Circle,23.0,13,12.978495923966051,77.54282401971773
BTP068 - Veeresh Theatre Junction,0.0,1,12.9772991,77.5456558
BTP068 - Veeresh Theatre Junction,1.0,11,12.977417309090908,77.54558882727274
BTP068 - Veeresh Theatre Junction,2.0,18,12.976925216666666,77.54565422777779
BTP068 - Veeresh Theatre Junction,3.0,6,12.976712916666665,77.54538581666667
BTP068 - Veeresh Theatre Junction,4.0,4,12.977518275,77.54604090000001
BTP068 - Veeresh Theatre Junction,5.0,63,12.97722401904762,77.54547593333334
BTP068 - Veeresh Theatre Junction,6.0,43,12.977133193023255,77.54548467209302
BTP068 - Veeresh Theatre Junction,7.0,5,12.97905198,77.54802600000001
BTP068 - Veeresh Theatre Junction,9.0,1,12.9767209,77.5455
BTP068 - Veeresh Theatre Junction,19.0,4,12.976805225,77.545443225
BTP068 - Veeresh Theatre Junction,20.0,5,12.977065419999999,77.54671666
BTP068 - Veeresh Theatre Junction,21.0,26,12.978155846153847,77.54633626923076
BTP068 - Veeresh Theatre Junction,22.0,5,12.97786662,77.5450272
BTP068 - Veeresh Theatre Junction,23.0,62,12.976875440322582,77.54544514193549
BTP069 - MC Circle,0.0,58,12.974442520689655,77.54737902413792
BTP069 - MC Circle,1.0,23,12.97488853636966,77.54767280714948
BTP069 - MC Circle,2.0,8,12.9749582625,77.5474630625
BTP069 - MC Circle,3.0,52,12.974632603846155,77.54711186730769
BTP069 - MC Circle,4.0,72,12.97461327645815,77.54742993941619
BTP069 - MC Circle,5.0,75,12.974672236,77.54771057866667
BTP069 - MC Circle,6.0,34,12.975041135294118,77.54788136764707
BTP069 - MC Circle,7.0,3,12.973983166666665,77.54718036666667
BTP069 - MC Circle,8.0,6,12.973811583333335,77.54692673333334
BTP069 - MC Circle,9.0,7,12.974439442857143,77.54754291428571
BTP069 - MC Circle,10.0,2,12.97358555,77.54785910000001
BTP069 - MC Circle,11.0,7,12.974531514285715,77.54715795714286
BTP069 - MC Circle,19.0,3,12.974206166666667,77.54734833333333
BTP069 - MC Circle,20.0,9,12.974939577777779,77.5481007111111
BTP069 - MC Circle,21.0,105,12.974660744761906,77.54737478571428
BTP069 - MC Circle,22.0,41,12.975035185365854,77.54774099512196
BTP069 - MC Circle,23.0,75,12.974485476,77.54720865466668
"BTP070 - Cholurpalya Junction, Magadi Road",0.0,57,12.973649810526316,77.55050740526315
"BTP070 - Cholurpalya Junction, Magadi Road",1.0,65,12.973514404615385,77.55085881692307
"BTP070 - Cholurpalya Junction, Magadi Road",2.0,69,12.973444982597785,77.5509063547681
"BTP070 - Cholurpalya Junction, Magadi Road",3.0,59,12.973454893220339,77.55077594915254
"BTP070 - Cholurpalya Junction, Magadi Road",4.0,177,12.973468485875706,77.5507144559322
"BTP070 - Cholurpalya Junction, Magadi Road",5.0,219,12.973488426027396,77.55078569771689
"BTP070 - Cholurpalya Junction, Magadi Road",6.0,226,12.973489020353982,77.55076802566373
"BTP070 - Cholurpalya Junction, Magadi Road",7.0,81,12.97348135308642,77.55095284320987
"BTP070 - Cholurpalya Junction, Magadi Road",8.0,28,12.973594621428571,77.55092682857142
"BTP070 - Cholurpalya Junction, Magadi Road",9.0,6,12.9737789,77.5504695
"BTP070 - Cholurpalya Junction, Magadi Road",11.0,1,12.9745429,77.5490697
"BTP070 - Cholurpalya Junction, Magadi Road",19.0,1,12.9736326,77.5504721
"BTP070 - Cholurpalya Junction, Magadi Road",20.0,12,12.973541449999999,77.550502675
"BTP070 - Cholurpalya Junction, Magadi Road",21.0,48,12.973541085416668,77.55078544166666
"BTP070 - Cholurpalya Junction, Magadi Road",22.0,83,12.97353186506024,77.55038642650602
"BTP070 - Cholurpalya Junction, Magadi Road",23.0,19,12.973548568421053,77.55025546842106
BTP071 - Prasanna Junction,0.0,31,12.974443651612903,77.55206540645162
BTP071 - Prasanna Junction,1.0,40,12.974262397500002,77.55221609499999
BTP071 - Prasanna Junction,2.0,9,12.974374655555556,77.55277453333332
BTP071 - Prasanna Junction,3.0,13,12.974451307692307,77.55150956153847
BTP071 - Prasanna Junction,4.0,50,12.974395552,77.551809014
BTP071 - Prasanna Junction,5.0,30,12.974764404723162,77.55250486737117
BTP071 - Prasanna Junction,6.0,111,12.974207377477477,77.55194644324324
BTP071 - Prasanna Junction,7.0,23,12.97408735652174,77.5515355
BTP071 - Prasanna Junction,8.0,3,12.974453766666665,77.55222436666666
BTP071 - Prasanna Junction,10.0,2,12.974611750000001,77.55183729999999
BTP071 - Prasanna Junction,19.0,2,12.97482105,77.55209975
BTP071 - Prasanna Junction,20.0,2,12.97475195,77.55202435
BTP071 - Prasanna Junction,21.0,18,12.976114194444444,77.55418706666666
BTP071 - Prasanna Junction,22.0,24,12.975152208559905,77.55212027771665
BTP071 - Prasanna Junction,23.0,13,12.974875438461538,77.55269846923078
BTP074 - Leprosy Hospital Junction,0.0,25,12.975905732018582,77.5613564992
BTP074 - Leprosy Hospital Junction,1.0,8,12.9763686875,77.5620722625
BTP074 - Leprosy Hospital Junction,2.0,83,12.97575078010215,77.56084144
BTP074 - Leprosy Hospital Junction,3.0,35,12.975762991341622,77.561288384
BTP074 - Leprosy Hospital Junction,4.0,39,12.976519333333332,77.56168732051282
BTP074 - Leprosy Hospital Junction,5.0,91,12.975751803296705,77.56160946703297
BTP074 - Leprosy Hospital Junction,6.0,48,12.975663947916667,77.56132596249999
BTP074 - Leprosy Hospital Junction,7.0,29,12.975749817241379,77.5613023137931
BTP074 - Leprosy Hospital Junction,8.0,18,12.975599461111111,77.56135039444445
BTP074 - Leprosy Hospital Junction,9.0,6,12.975422716666666,77.56205016666667
BTP074 - Leprosy Hospital Junction,15.0,1,12.9756904,77.5615262
BTP074 - Leprosy Hospital Junction,19.0,2,12.9743921,77.566267
BTP074 - Leprosy Hospital Junction,20.0,11,12.975208545454546,77.56245139090909
BTP074 - Leprosy Hospital Junction,21.0,60,12.97532545026803,77.56191225488054
BTP074 - Leprosy Hospital Junction,22.0,107,12.975686658878505,77.56170310747663
BTP074 - Leprosy Hospital Junction,23.0,48,12.97517135625,77.56208998125
BTP075 - Police Corner,0.0,6,12.96860235,77.58691871666666
BTP075 - Police Corner,1.0,6,12.968224,77.58692978333333
